NAME,ESSROUND,EDITION,PRODDATE,IDNO,CNTRY,RESCLQ,RESRELQ,RESBAB,RESUNDQ,PREINTF,PREWHP,PRESD,PREPPIL,PREOREL,PRENREL,PREDK,PRENAP,PRENA,RESSWCD,INTLNGA,INTNUM,INTAGEA,INTGNDR,INTAGE,INTNUM1
ESS9INTe03,9,3,18.12.2020,27,AT,1,3,5,5,2,0,0,0,0,0,0,1,0,2,GER,746,45,2,NA,746
ESS9INTe03,9,3,18.12.2020,137,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,504,47,2,NA,504
ESS9INTe03,9,3,18.12.2020,194,AT,2,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,930,62,2,NA,930
ESS9INTe03,9,3,18.12.2020,208,AT,3,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,913,71,2,NA,913
ESS9INTe03,9,3,18.12.2020,220,AT,5,3,3,2,2,0,0,0,0,0,0,1,0,2,GER,1188,43,2,NA,1188
ESS9INTe03,9,3,18.12.2020,254,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1696,40,2,NA,1696
ESS9INTe03,9,3,18.12.2020,290,AT,2,2,4,5,2,0,0,0,0,0,0,1,0,1,GER,2401,72,1,NA,2401
ESS9INTe03,9,3,18.12.2020,301,AT,2,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,1410,55,1,NA,1410
ESS9INTe03,9,3,18.12.2020,305,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1064,35,2,NA,1064
ESS9INTe03,9,3,18.12.2020,400,AT,2,3,5,5,2,0,0,0,0,0,0,1,0,2,GER,930,62,2,NA,930
ESS9INTe03,9,3,18.12.2020,413,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2050,54,1,NA,2050
ESS9INTe03,9,3,18.12.2020,438,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1555,67,2,NA,1555
ESS9INTe03,9,3,18.12.2020,459,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1840,41,1,NA,1840
ESS9INTe03,9,3,18.12.2020,472,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1064,35,2,NA,1064
ESS9INTe03,9,3,18.12.2020,586,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2343,33,1,NA,2343
ESS9INTe03,9,3,18.12.2020,592,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,1325,28,1,NA,1325
ESS9INTe03,9,3,18.12.2020,614,AT,2,2,5,5,2,0,0,0,0,0,0,1,0,2,GER,478,54,2,NA,478
ESS9INTe03,9,3,18.12.2020,651,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,317,74,1,NA,317
ESS9INTe03,9,3,18.12.2020,687,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,2,GER,478,54,2,NA,478
ESS9INTe03,9,3,18.12.2020,703,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1364,43,2,NA,1364
ESS9INTe03,9,3,18.12.2020,722,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1364,43,2,NA,1364
ESS9INTe03,9,3,18.12.2020,815,AT,1,5,5,5,2,0,0,0,0,0,0,1,0,2,GER,133,63,1,NA,133
ESS9INTe03,9,3,18.12.2020,890,AT,4,3,4,4,2,0,0,0,0,0,0,1,0,2,GER,701,41,1,NA,701
ESS9INTe03,9,3,18.12.2020,912,AT,2,3,4,5,2,0,0,0,0,0,0,1,0,1,GER,1246,45,1,NA,1246
ESS9INTe03,9,3,18.12.2020,915,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1228,45,1,NA,1228
ESS9INTe03,9,3,18.12.2020,919,AT,2,3,5,5,2,0,0,0,0,0,0,1,0,2,GER,2494,21,1,NA,2494
ESS9INTe03,9,3,18.12.2020,932,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,287,71,2,NA,287
ESS9INTe03,9,3,18.12.2020,950,AT,2,3,5,5,1,1,0,0,0,0,0,0,0,1,GER,1811,56,2,NA,1811
ESS9INTe03,9,3,18.12.2020,976,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,2129,53,2,NA,2129
ESS9INTe03,9,3,18.12.2020,1005,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1685,65,1,NA,1685
ESS9INTe03,9,3,18.12.2020,1037,AT,4,4,5,4,1,1,0,0,0,0,0,0,0,1,GER,2378,37,1,NA,2378
ESS9INTe03,9,3,18.12.2020,1046,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,1639,58,2,NA,1639
ESS9INTe03,9,3,18.12.2020,1049,AT,3,2,4,4,2,0,0,0,0,0,0,1,0,2,GER,829,42,2,NA,829
ESS9INTe03,9,3,18.12.2020,1093,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,2,GER,1361,28,1,NA,1361
ESS9INTe03,9,3,18.12.2020,1171,AT,2,1,5,4,2,0,0,0,0,0,0,1,0,2,GER,1125,40,1,NA,1125
ESS9INTe03,9,3,18.12.2020,1196,AT,2,2,4,4,2,0,0,0,0,0,0,1,0,1,GER,1179,72,2,NA,1179
ESS9INTe03,9,3,18.12.2020,1254,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,2,GER,1228,45,1,NA,1228
ESS9INTe03,9,3,18.12.2020,1290,AT,2,2,5,5,2,0,0,0,0,0,0,1,0,2,GER,1231,45,1,NA,1231
ESS9INTe03,9,3,18.12.2020,1309,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1500,50,1,NA,1500
ESS9INTe03,9,3,18.12.2020,1338,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,1361,28,1,NA,1361
ESS9INTe03,9,3,18.12.2020,1373,AT,2,1,5,4,2,0,0,0,0,0,0,1,0,1,GER,333,63,2,NA,333
ESS9INTe03,9,3,18.12.2020,1381,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2063,61,1,NA,2063
ESS9INTe03,9,3,18.12.2020,1382,AT,1,3,4,5,2,0,0,0,0,0,0,1,0,1,GER,1174,50,2,NA,1174
ESS9INTe03,9,3,18.12.2020,1393,AT,1,1,3,4,2,0,0,0,0,0,0,1,0,3,GER,54,53,1,NA,54
ESS9INTe03,9,3,18.12.2020,1406,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,2370,49,2,NA,2370
ESS9INTe03,9,3,18.12.2020,1473,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,504,47,2,NA,504
ESS9INTe03,9,3,18.12.2020,1478,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1639,58,2,NA,1639
ESS9INTe03,9,3,18.12.2020,1516,AT,4,4,3,3,1,1,0,0,0,0,0,0,0,1,GER,2378,37,1,NA,2378
ESS9INTe03,9,3,18.12.2020,1539,AT,2,1,5,4,2,0,0,0,0,0,0,1,0,1,GER,227,54,2,NA,227
ESS9INTe03,9,3,18.12.2020,1564,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,802,44,1,NA,802
ESS9INTe03,9,3,18.12.2020,1597,AT,3,3,5,5,2,0,0,0,0,0,0,1,0,1,GER,2130,64,2,NA,2130
ESS9INTe03,9,3,18.12.2020,1641,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2063,61,1,NA,2063
ESS9INTe03,9,3,18.12.2020,1644,AT,3,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1680,63,2,NA,1680
ESS9INTe03,9,3,18.12.2020,1732,AT,2,3,4,5,2,0,0,0,0,0,0,1,0,1,GER,1103,80,1,NA,1103
ESS9INTe03,9,3,18.12.2020,1746,AT,3,3,5,4,2,0,0,0,0,0,0,1,0,1,GER,2494,21,1,NA,2494
ESS9INTe03,9,3,18.12.2020,1753,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,133,63,1,NA,133
ESS9INTe03,9,3,18.12.2020,1766,AT,2,4,5,5,2,0,0,0,0,0,0,1,0,1,GER,1122,38,2,NA,1122
ESS9INTe03,9,3,18.12.2020,1775,AT,3,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1103,80,1,NA,1103
ESS9INTe03,9,3,18.12.2020,1804,AT,2,1,5,4,2,0,0,0,0,0,0,1,0,1,GER,700,55,2,NA,700
ESS9INTe03,9,3,18.12.2020,1840,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,303,54,2,NA,303
ESS9INTe03,9,3,18.12.2020,1863,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,540,52,1,NA,540
ESS9INTe03,9,3,18.12.2020,1870,AT,3,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,582,51,2,NA,582
ESS9INTe03,9,3,18.12.2020,1893,AT,2,3,5,5,2,0,0,0,0,0,0,1,0,1,GER,1598,36,2,NA,1598
ESS9INTe03,9,3,18.12.2020,1903,AT,3,2,4,4,2,0,0,0,0,0,0,1,0,1,GER,227,54,2,NA,227
ESS9INTe03,9,3,18.12.2020,1924,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,700,55,2,NA,700
ESS9INTe03,9,3,18.12.2020,1942,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2343,33,1,NA,2343
ESS9INTe03,9,3,18.12.2020,1956,AT,3,2,4,4,2,0,0,0,0,0,0,1,0,1,GER,1331,60,1,NA,1331
ESS9INTe03,9,3,18.12.2020,1958,AT,2,3,4,5,2,0,0,0,0,0,0,1,0,1,GER,227,54,2,NA,227
ESS9INTe03,9,3,18.12.2020,1961,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1454,38,2,NA,1454
ESS9INTe03,9,3,18.12.2020,1984,AT,3,3,3,4,2,0,0,0,0,0,0,1,0,2,GER,493,34,1,NA,493
ESS9INTe03,9,3,18.12.2020,2042,AT,2,2,5,4,2,0,0,0,0,0,0,1,0,1,GER,493,34,1,NA,493
ESS9INTe03,9,3,18.12.2020,2103,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,2289,73,1,NA,2289
ESS9INTe03,9,3,18.12.2020,2127,AT,3,2,4,5,2,0,0,0,0,0,0,1,0,1,GER,337,62,2,NA,337
ESS9INTe03,9,3,18.12.2020,2135,AT,3,3,4,5,2,0,0,0,0,0,0,1,0,2,GER,746,45,2,NA,746
ESS9INTe03,9,3,18.12.2020,2153,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2435,56,1,NA,2435
ESS9INTe03,9,3,18.12.2020,2188,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1639,58,2,NA,1639
ESS9INTe03,9,3,18.12.2020,2237,AT,4,2,5,5,1,1,0,0,0,0,0,0,0,1,GER,227,54,2,NA,227
ESS9INTe03,9,3,18.12.2020,2247,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2435,56,1,NA,2435
ESS9INTe03,9,3,18.12.2020,2284,AT,2,2,4,4,2,0,0,0,0,0,0,1,0,1,GER,367,58,1,NA,367
ESS9INTe03,9,3,18.12.2020,2295,AT,5,1,5,3,2,0,0,0,0,0,0,1,0,2,GER,652,42,1,NA,652
ESS9INTe03,9,3,18.12.2020,2370,AT,2,1,5,4,2,0,0,0,0,0,0,1,0,1,GER,1188,43,2,NA,1188
ESS9INTe03,9,3,18.12.2020,2437,AT,2,2,4,4,2,0,0,0,0,0,0,1,0,1,GER,367,58,1,NA,367
ESS9INTe03,9,3,18.12.2020,2470,AT,3,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,849,69,1,NA,849
ESS9INTe03,9,3,18.12.2020,2480,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,1811,56,2,NA,1811
ESS9INTe03,9,3,18.12.2020,2508,AT,1,5,5,5,2,0,0,0,0,0,0,1,0,1,GER,700,55,2,NA,700
ESS9INTe03,9,3,18.12.2020,2511,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,1598,36,2,NA,1598
ESS9INTe03,9,3,18.12.2020,2580,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,2129,53,2,NA,2129
ESS9INTe03,9,3,18.12.2020,2606,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2352,58,2,NA,2352
ESS9INTe03,9,3,18.12.2020,2614,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1598,36,2,NA,1598
ESS9INTe03,9,3,18.12.2020,2616,AT,3,1,5,4,2,0,0,0,0,0,0,1,0,2,GER,54,53,1,NA,54
ESS9INTe03,9,3,18.12.2020,2696,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,1574,63,1,NA,1574
ESS9INTe03,9,3,18.12.2020,2702,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1122,38,2,NA,1122
ESS9INTe03,9,3,18.12.2020,2706,AT,2,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,227,54,2,NA,227
ESS9INTe03,9,3,18.12.2020,2724,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,145,43,2,NA,145
ESS9INTe03,9,3,18.12.2020,2898,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1696,40,2,NA,1696
ESS9INTe03,9,3,18.12.2020,2908,AT,1,3,4,5,2,0,0,0,0,0,0,1,0,1,GER,957,53,2,NA,957
ESS9INTe03,9,3,18.12.2020,2911,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1742,57,2,NA,1742
ESS9INTe03,9,3,18.12.2020,2926,AT,2,2,5,5,2,0,0,0,0,0,0,1,0,2,GER,1361,28,1,NA,1361
ESS9INTe03,9,3,18.12.2020,2963,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1685,65,1,NA,1685
ESS9INTe03,9,3,18.12.2020,3008,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2370,49,2,NA,2370
ESS9INTe03,9,3,18.12.2020,3042,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1574,63,1,NA,1574
ESS9INTe03,9,3,18.12.2020,3124,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2327,71,2,NA,2327
ESS9INTe03,9,3,18.12.2020,3126,AT,3,2,4,5,2,0,0,0,0,0,0,1,0,1,GER,1538,75,2,NA,1538
ESS9INTe03,9,3,18.12.2020,3142,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,849,69,1,NA,849
ESS9INTe03,9,3,18.12.2020,3147,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,297,55,2,NA,297
ESS9INTe03,9,3,18.12.2020,3163,AT,2,2,4,5,2,0,0,0,0,0,0,1,0,2,GER,701,41,1,NA,701
ESS9INTe03,9,3,18.12.2020,3171,AT,2,3,4,5,2,0,0,0,0,0,0,1,0,1,GER,1308,49,2,NA,1308
ESS9INTe03,9,3,18.12.2020,3173,AT,2,3,5,5,2,0,0,0,0,0,0,1,0,1,GER,2381,30,2,NA,2381
ESS9INTe03,9,3,18.12.2020,3195,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,109,39,1,NA,109
ESS9INTe03,9,3,18.12.2020,3217,AT,3,2,4,5,2,0,0,0,0,0,0,1,0,1,GER,2130,64,2,NA,2130
ESS9INTe03,9,3,18.12.2020,3220,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,1064,35,2,NA,1064
ESS9INTe03,9,3,18.12.2020,3262,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,2,GER,746,45,2,NA,746
ESS9INTe03,9,3,18.12.2020,3283,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,145,43,2,NA,145
ESS9INTe03,9,3,18.12.2020,3284,AT,2,3,4,4,2,0,0,0,0,0,0,1,0,2,GER,1228,45,1,NA,1228
ESS9INTe03,9,3,18.12.2020,3323,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2378,37,1,NA,2378
ESS9INTe03,9,3,18.12.2020,3393,AT,2,3,5,5,2,0,0,0,0,0,0,1,0,1,GER,1122,38,2,NA,1122
ESS9INTe03,9,3,18.12.2020,3409,AT,2,2,4,4,2,0,0,0,0,0,0,1,0,1,GER,1795,61,2,NA,1795
ESS9INTe03,9,3,18.12.2020,3469,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,2435,56,1,NA,2435
ESS9INTe03,9,3,18.12.2020,3502,AT,2,3,5,5,2,0,0,0,0,0,0,1,0,1,GER,789,51,1,NA,789
ESS9INTe03,9,3,18.12.2020,3566,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1332,54,1,NA,1332
ESS9INTe03,9,3,18.12.2020,3590,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,102,64,2,NA,102
ESS9INTe03,9,3,18.12.2020,3604,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1064,35,2,NA,1064
ESS9INTe03,9,3,18.12.2020,3651,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1364,43,2,NA,1364
ESS9INTe03,9,3,18.12.2020,3654,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,317,74,1,NA,317
ESS9INTe03,9,3,18.12.2020,3667,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,504,47,2,NA,504
ESS9INTe03,9,3,18.12.2020,3676,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1410,55,1,NA,1410
ESS9INTe03,9,3,18.12.2020,3678,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2129,53,2,NA,2129
ESS9INTe03,9,3,18.12.2020,3684,AT,3,3,4,5,2,0,0,0,0,0,0,1,0,1,GER,1362,53,2,NA,1362
ESS9INTe03,9,3,18.12.2020,3730,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1840,41,1,NA,1840
ESS9INTe03,9,3,18.12.2020,3734,AT,1,1,4,4,2,0,0,0,0,0,0,1,0,2,GER,287,71,2,NA,287
ESS9INTe03,9,3,18.12.2020,3773,AT,1,1,2,5,2,0,0,0,0,0,0,1,0,1,GER,1178,65,2,NA,1178
ESS9INTe03,9,3,18.12.2020,3814,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1122,38,2,NA,1122
ESS9INTe03,9,3,18.12.2020,3838,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2381,30,2,NA,2381
ESS9INTe03,9,3,18.12.2020,3851,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,540,52,1,NA,540
ESS9INTe03,9,3,18.12.2020,3893,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2203,58,2,NA,2203
ESS9INTe03,9,3,18.12.2020,3917,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,2190,45,2,NA,2190
ESS9INTe03,9,3,18.12.2020,3949,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2203,58,2,NA,2203
ESS9INTe03,9,3,18.12.2020,4018,AT,2,1,5,5,1,1,0,0,0,0,0,0,0,1,GER,15,58,2,NA,15
ESS9INTe03,9,3,18.12.2020,4068,AT,3,2,5,4,2,0,0,0,0,0,0,1,0,1,GER,1078,68,1,NA,1078
ESS9INTe03,9,3,18.12.2020,4081,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2032,38,2,NA,2032
ESS9INTe03,9,3,18.12.2020,4112,AT,1,1,4,5,2,0,0,0,0,0,0,1,0,1,GER,459,53,1,NA,459
ESS9INTe03,9,3,18.12.2020,4180,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,287,71,2,NA,287
ESS9INTe03,9,3,18.12.2020,4199,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1328,62,1,NA,1328
ESS9INTe03,9,3,18.12.2020,4211,AT,3,3,4,5,2,0,0,0,0,0,0,1,0,1,GER,1608,61,2,NA,1608
ESS9INTe03,9,3,18.12.2020,4249,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,1685,65,1,NA,1685
ESS9INTe03,9,3,18.12.2020,4268,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,2190,45,2,NA,2190
ESS9INTe03,9,3,18.12.2020,4283,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1332,54,1,NA,1332
ESS9INTe03,9,3,18.12.2020,4347,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,540,52,1,NA,540
ESS9INTe03,9,3,18.12.2020,4366,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,1328,62,1,NA,1328
ESS9INTe03,9,3,18.12.2020,4376,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,805,70,2,NA,805
ESS9INTe03,9,3,18.12.2020,4429,AT,2,3,4,5,2,0,0,0,0,0,0,1,0,1,GER,1231,45,1,NA,1231
ESS9INTe03,9,3,18.12.2020,4431,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,15,58,2,NA,15
ESS9INTe03,9,3,18.12.2020,4519,AT,3,2,4,5,2,0,0,0,0,0,0,1,0,1,GER,1538,75,2,NA,1538
ESS9INTe03,9,3,18.12.2020,4529,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1812,39,2,NA,1812
ESS9INTe03,9,3,18.12.2020,4532,AT,3,3,3,3,2,0,0,0,0,0,0,1,0,1,GER,2378,37,1,NA,2378
ESS9INTe03,9,3,18.12.2020,4558,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1610,65,1,NA,1610
ESS9INTe03,9,3,18.12.2020,4565,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,504,47,2,NA,504
ESS9INTe03,9,3,18.12.2020,4592,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,317,74,1,NA,317
ESS9INTe03,9,3,18.12.2020,4608,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,1680,63,2,NA,1680
ESS9INTe03,9,3,18.12.2020,4620,AT,2,2,4,4,2,0,0,0,0,0,0,1,0,1,GER,1179,72,2,NA,1179
ESS9INTe03,9,3,18.12.2020,4628,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,133,63,1,NA,133
ESS9INTe03,9,3,18.12.2020,4639,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1174,50,2,NA,1174
ESS9INTe03,9,3,18.12.2020,4678,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,317,74,1,NA,317
ESS9INTe03,9,3,18.12.2020,4702,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1608,61,2,NA,1608
ESS9INTe03,9,3,18.12.2020,4774,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1884,48,2,NA,1884
ESS9INTe03,9,3,18.12.2020,4776,AT,1,3,5,5,2,0,0,0,0,0,0,1,0,1,GER,1284,56,1,NA,1284
ESS9INTe03,9,3,18.12.2020,4827,AT,3,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,145,43,2,NA,145
ESS9INTe03,9,3,18.12.2020,4932,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1812,39,2,NA,1812
ESS9INTe03,9,3,18.12.2020,4966,AT,1,3,5,5,2,0,0,0,0,0,0,1,0,2,GER,1361,28,1,NA,1361
ESS9INTe03,9,3,18.12.2020,5009,AT,1,3,5,5,2,0,0,0,0,0,0,1,0,2,GER,1685,65,1,NA,1685
ESS9INTe03,9,3,18.12.2020,5037,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2352,58,2,NA,2352
ESS9INTe03,9,3,18.12.2020,5042,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2189,70,1,NA,2189
ESS9INTe03,9,3,18.12.2020,5065,AT,3,2,5,3,2,0,0,0,0,0,0,1,0,2,GER,54,53,1,NA,54
ESS9INTe03,9,3,18.12.2020,5073,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2023,47,2,NA,2023
ESS9INTe03,9,3,18.12.2020,5077,AT,3,2,5,4,2,0,0,0,0,0,0,1,0,2,GER,1555,67,2,NA,1555
ESS9INTe03,9,3,18.12.2020,5110,AT,2,1,4,4,2,0,0,0,0,0,0,1,0,1,GER,1389,65,2,NA,1389
ESS9INTe03,9,3,18.12.2020,5145,AT,3,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,913,71,2,NA,913
ESS9INTe03,9,3,18.12.2020,5152,AT,4,1,4,4,1,1,0,0,0,0,0,0,0,2,GER,1574,63,1,NA,1574
ESS9INTe03,9,3,18.12.2020,5179,AT,1,2,2,5,2,0,0,0,0,0,0,1,0,2,GER,652,42,1,NA,652
ESS9INTe03,9,3,18.12.2020,5189,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2203,58,2,NA,2203
ESS9INTe03,9,3,18.12.2020,5202,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1178,65,2,NA,1178
ESS9INTe03,9,3,18.12.2020,5213,AT,2,3,5,5,2,0,0,0,0,0,0,1,0,2,GER,478,54,2,NA,478
ESS9INTe03,9,3,18.12.2020,5234,AT,2,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,2190,45,2,NA,2190
ESS9INTe03,9,3,18.12.2020,5322,AT,4,2,4,5,2,0,0,0,0,0,0,1,0,2,GER,2381,30,2,NA,2381
ESS9INTe03,9,3,18.12.2020,5326,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1610,65,1,NA,1610
ESS9INTe03,9,3,18.12.2020,5337,AT,2,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,1796,52,2,NA,1796
ESS9INTe03,9,3,18.12.2020,5344,AT,2,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,957,53,2,NA,957
ESS9INTe03,9,3,18.12.2020,5372,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,700,55,2,NA,700
ESS9INTe03,9,3,18.12.2020,5418,AT,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,54,53,1,NA,54
ESS9INTe03,9,3,18.12.2020,5559,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1884,48,2,NA,1884
ESS9INTe03,9,3,18.12.2020,5571,AT,2,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,2352,58,2,NA,2352
ESS9INTe03,9,3,18.12.2020,5574,AT,2,1,5,4,2,0,0,0,0,0,0,1,0,1,GER,2159,73,1,NA,2159
ESS9INTe03,9,3,18.12.2020,5621,AT,5,4,5,3,2,0,0,0,0,0,0,1,0,2,GER,478,54,2,NA,478
ESS9INTe03,9,3,18.12.2020,5633,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1749,40,1,NA,1749
ESS9INTe03,9,3,18.12.2020,5650,AT,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,1639,58,2,NA,1639
ESS9INTe03,9,3,18.12.2020,5663,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1610,65,1,NA,1610
ESS9INTe03,9,3,18.12.2020,5670,AT,2,2,4,4,2,0,0,0,0,0,0,1,0,1,GER,367,58,1,NA,367
ESS9INTe03,9,3,18.12.2020,5689,AT,1,1,5,4,2,0,0,0,0,0,0,1,0,2,GER,1064,35,2,NA,1064
ESS9INTe03,9,3,18.12.2020,5703,AT,2,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,930,62,2,NA,930
ESS9INTe03,9,3,18.12.2020,5762,AT,2,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,1325,28,1,NA,1325
